measure_name,location_name,age_name,metric_name,year,val
Deaths,Global,95+ years,Rate,2008,14258.486317928984
Deaths,Germany,20-24 years,Percent,2008,0.0587871678374766
Deaths,Germany,20-24 years,Rate,2008,2.3383296573157293
Deaths,Germany,25-29 years,Percent,2008,0.0795153168685019
Deaths,Germany,25-29 years,Rate,2008,3.491313051227104
Deaths,Germany,30-34 years,Percent,2008,0.1076632761520844
Deaths,Germany,30-34 years,Rate,2008,5.847614713208166
Deaths,Germany,35-39 years,Percent,2008,0.1404697018129565
Deaths,Germany,35-39 years,Rate,2008,11.454521993731497
Deaths,Germany,40-44 years,Percent,2008,0.1685809017825384
Deaths,Germany,40-44 years,Rate,2008,22.691413175611924
Deaths,Germany,45-49 years,Percent,2008,0.1862079083843161
Deaths,Germany,45-49 years,Rate,2008,44.51636415586066
Deaths,Germany,50-54 years,Percent,2008,0.2129363452148095
Deaths,Germany,50-54 years,Rate,2008,84.60973123368528
Deaths,Germany,55-59 years,Percent,2008,0.2236570182696801
Deaths,Germany,55-59 years,Rate,2008,135.4086647941579
Deaths,Germany,60-64 years,Percent,2008,0.2462182543474126
Deaths,Germany,60-64 years,Rate,2008,228.82413875718663
Deaths,Germany,65-69 years,Percent,2008,0.27700686254787
Deaths,Germany,65-69 years,Rate,2008,385.44098053606257
Deaths,Germany,70-74 years,Percent,2008,0.3273067864197867
Deaths,Germany,70-74 years,Rate,2008,687.9836033100544
Deaths,Germany,75-79 years,Percent,2008,0.3528650708683794
Deaths,Germany,75-79 years,Rate,2008,1351.55866155469
Deaths,Germany,All ages,Percent,2008,0.3802785497847646
Deaths,Germany,All ages,Rate,2008,387.1508157095233
Deaths,Germany,80-84,Percent,2008,0.4220734619291095
Deaths,Germany,80-84,Rate,2008,2770.325575532523
Deaths,Germany,85-89,Percent,2008,0.4735468850041704
Deaths,Germany,85-89,Rate,2008,5334.04392100809
Deaths,Germany,90-94,Percent,2008,0.5333661864402635
Deaths,Germany,90-94,Rate,2008,11283.08777856777
Deaths,Germany,10-19 years,Percent,2008,0.0490501421993449
Deaths,Germany,10-19 years,Rate,2008,1.005306439091673
Deaths,Germany,0-9 years,Percent,2008,0.0128578384430249
Deaths,Germany,0-9 years,Rate,2008,0.5869688364513725
Deaths,Germany,95+ years,Percent,2008,0.5705478122944498
Deaths,Germany,95+ years,Rate,2008,20579.25931140592
Deaths,High-income,20-24 years,Percent,2002,0.0467907595924518
Deaths,High-income,20-24 years,Rate,2002,3.3351209545278366
Deaths,High-income,25-29 years,Percent,2002,0.0704994596540809
Deaths,High-income,25-29 years,Rate,2002,5.140343091428111
Deaths,High-income,30-34 years,Percent,2002,0.1060523403362686
Deaths,High-income,30-34 years,Rate,2002,9.30982759967207
Deaths,High-income,35-39 years,Percent,2002,0.1450349601169711
Deaths,High-income,35-39 years,Rate,2002,17.992488748337948
Deaths,High-income,40-44 years,Percent,2002,0.1877271967018824
Deaths,High-income,40-44 years,Rate,2002,35.786619389640094
Deaths,High-income,45-49 years,Percent,2002,0.2192001196749061
Deaths,High-income,45-49 years,Rate,2002,64.51083698687215
Deaths,High-income,50-54 years,Percent,2002,0.2405573146845134
Deaths,High-income,50-54 years,Rate,2002,104.575968176794
Deaths,High-income,55-59 years,Percent,2002,0.2558033546890872
Deaths,High-income,55-59 years,Rate,2002,168.82006052008475
Deaths,High-income,60-64 years,Percent,2002,0.2742299361608016
Deaths,High-income,60-64 years,Rate,2002,273.2783164247056
Deaths,High-income,65-69 years,Percent,2002,0.2960155318757803
Deaths,High-income,65-69 years,Rate,2002,455.5891016286536
Deaths,High-income,70-74 years,Percent,2002,0.3293417374466529
Deaths,High-income,70-74 years,Rate,2002,821.3589875104343
Deaths,High-income,75-79 years,Percent,2002,0.3684148522411956
Deaths,High-income,75-79 years,Rate,2002,1492.8312606573195
Deaths,High-income,All ages,Percent,2002,0.3603415533811039
Deaths,High-income,All ages,Rate,2002,303.43502510973843
Deaths,High-income,80-84,Percent,2002,0.415443779079694
Deaths,High-income,80-84,Rate,2002,2845.077248258014
Deaths,High-income,85-89,Percent,2002,0.4534477469621031
Deaths,High-income,85-89,Rate,2002,5351.818194038508
Deaths,High-income,90-94,Percent,2002,0.4813495657175665
Deaths,High-income,90-94,Rate,2002,8803.272039174155
Deaths,High-income,10-19 years,Percent,2002,0.0414973215890134
Deaths,High-income,10-19 years,Rate,2002,1.398544752507737
Deaths,High-income,0-9 years,Percent,2002,0.0194247882225379
Deaths,High-income,0-9 years,Rate,2002,1.532124841376992
Deaths,High-income,95+ years,Percent,2002,0.4998853933571599
Deaths,High-income,95+ years,Rate,2002,14626.40065316943
Deaths,Global,20-24 years,Percent,2009,0.0657535868069442
Deaths,Global,20-24 years,Rate,2009,9.047311800243376
Deaths,Global,25-29 years,Percent,2009,0.0788583046247945
Deaths,Global,25-29 years,Rate,2009,13.541078792110946
Deaths,Global,30-34 years,Percent,2009,0.1080579137066934
Deaths,Global,30-34 years,Rate,2009,23.19690917886868
Deaths,Global,35-39 years,Percent,2009,0.1452008362202783
Deaths,Global,35-39 years,Rate,2009,38.728607154293975
Deaths,Global,40-44 years,Percent,2009,0.1994075369519656
Deaths,Global,40-44 years,Rate,2009,69.1019800451707
Deaths,Global,45-49 years,Percent,2009,0.2488906341204386
Deaths,Global,45-49 years,Rate,2009,120.53401281695626
Deaths,Global,50-54 years,Percent,2009,0.2930806367779817
Deaths,Global,50-54 years,Rate,2009,202.70950511422677
Deaths,Global,55-59 years,Percent,2009,0.3224628588302419
Deaths,Global,55-59 years,Rate,2009,320.0152336193048
Deaths,Global,60-64 years,Percent,2009,0.3460521798716818
Deaths,Global,60-64 years,Rate,2009,520.5748210837065
Deaths,Global,65-69 years,Percent,2009,0.3683513297754222
Deaths,Global,65-69 years,Rate,2009,839.6206672895798
Deaths,Global,70-74 years,Percent,2009,0.3988783526304311
Deaths,Global,70-74 years,Rate,2009,1412.335858831936
Deaths,Global,75-79 years,Percent,2009,0.4227381473027998
Deaths,Global,75-79 years,Rate,2009,2322.8979029153465
Deaths,Global,All ages,Percent,2009,0.2980677633333759
Deaths,Global,All ages,Rate,2009,225.40833518536652
Deaths,Global,80-84,Percent,2009,0.4500128933233541
Deaths,Global,80-84,Rate,2009,3922.141581333685
Deaths,Global,85-89,Percent,2009,0.4623583528036916
Deaths,Global,85-89,Rate,2009,6270.424885128573
Deaths,Global,90-94,Percent,2009,0.4708453667107622
Deaths,Global,90-94,Rate,2009,9149.847526757165
Deaths,Global,10-19 years,Percent,2009,0.046340674270503
Deaths,Global,10-19 years,Rate,2009,3.723304138519403
Deaths,Global,0-9 years,Percent,2009,0.0063547456281298
Deaths,Global,0-9 years,Rate,2009,4.038104100637088
Deaths,Global,95+ years,Percent,2009,0.4766883396428766
Deaths,Global,95+ years,Rate,2009,13903.561875214284
Deaths,Germany,20-24 years,Percent,2009,0.0579228963885402
Deaths,Germany,20-24 years,Rate,2009,2.227450549281403
Deaths,Germany,25-29 years,Percent,2009,0.0786816789552145
Deaths,Germany,25-29 years,Rate,2009,3.46755370355319
Deaths,Germany,30-34 years,Percent,2009,0.1061595345974543
Deaths,Germany,30-34 years,Rate,2009,5.754473246092658
Deaths,Germany,35-39 years,Percent,2009,0.1397270008917248
Deaths,Germany,35-39 years,Rate,2009,11.305404500602473
Deaths,Germany,40-44 years,Percent,2009,0.1666457654998418
Deaths,Germany,40-44 years,Rate,2009,22.05919026088985
Deaths,Germany,45-49 years,Percent,2009,0.1857858281366869
Deaths,Germany,45-49 years,Rate,2009,43.263426414600126
Deaths,Germany,50-54 years,Percent,2009,0.2105000925542066
Deaths,Germany,50-54 years,Rate,2009,82.61155104977865
Deaths,Germany,55-59 years,Percent,2009,0.2214931995468643
Deaths,Germany,55-59 years,Rate,2009,134.7114459114875
Deaths,Germany,60-64 years,Percent,2009,0.2415818887560822
Deaths,Germany,60-64 years,Rate,2009,219.0052995068057
Deaths,Germany,65-69 years,Percent,2009,0.2708725302747833
Deaths,Germany,65-69 years,Rate,2009,381.9451661143645
Deaths,Germany,70-74 years,Percent,2009,0.3198752286973941
Deaths,Germany,70-74 years,Rate,2009,664.4310635337143
Deaths,Germany,75-79 years,Percent,2009,0.3510913714871926
Deaths,Germany,75-79 years,Rate,2009,1305.1801104120696
Deaths,Germany,All ages,Percent,2009,0.3776488832887921
Deaths,Germany,All ages,Rate,2009,389.0713195893976
Deaths,Germany,80-84,Percent,2009,0.4205183088852875
Deaths,Germany,80-84,Rate,2009,2769.295992325467
Deaths,Germany,85-89,Percent,2009,0.4753240533374683
Deaths,Germany,85-89,Rate,2009,5539.723061973047
Deaths,Germany,90-94,Percent,2009,0.5245639380026614
Deaths,Germany,90-94,Rate,2009,10166.545169628142
Deaths,Germany,10-19 years,Percent,2009,0.0483239972464135
Deaths,Germany,10-19 years,Rate,2009,0.95750119925624
Deaths,Germany,0-9 years,Percent,2009,0.012407617682889
Deaths,Germany,0-9 years,Rate,2009,0.554589919322377
Deaths,Germany,95+ years,Percent,2009,0.5616444222551794
Deaths,Germany,95+ years,Rate,2009,17822.914865053055
Deaths,High-income,20-24 years,Percent,2005,0.0465551690182033
Deaths,High-income,20-24 years,Rate,2005,3.2027481346458178
Deaths,High-income,25-29 years,Percent,2005,0.0703330484531017
Deaths,High-income,25-29 years,Rate,2005,4.974810367246417
Deaths,High-income,30-34 years,Percent,2005,0.105736644683238
Deaths,High-income,30-34 years,Rate,2005,8.720668914472736
Deaths,High-income,35-39 years,Percent,2005,0.1437735022669299
Deaths,High-income,35-39 years,Rate,2005,16.34493686289598
Deaths,High-income,40-44 years,Percent,2005,0.1831279773219788
Deaths,High-income,40-44 years,Rate,2005,32.50690951441948
Deaths,High-income,45-49 years,Percent,2005,0.211419395250149
Deaths,High-income,45-49 years,Rate,2005,59.344171429858456
Deaths,High-income,50-54 years,Percent,2005,0.2319992761145029
Deaths,High-income,50-54 years,Rate,2005,98.60590131462084
Deaths,High-income,55-59 years,Percent,2005,0.2424317159897344
Deaths,High-income,55-59 years,Rate,2005,149.65360570004185
Deaths,High-income,60-64 years,Percent,2005,0.2576424099546441
Deaths,High-income,60-64 years,Rate,2005,243.6316529469489
Deaths,High-income,65-69 years,Percent,2005,0.27534237069511
Deaths,High-income,65-69 years,Rate,2005,390.9416586315589
Deaths,High-income,70-74 years,Percent,2005,0.3049326007824063
Deaths,High-income,70-74 years,Rate,2005,692.9712984133108
Deaths,High-income,75-79 years,Percent,2005,0.3409516346192741
Deaths,High-income,75-79 years,Rate,2005,1287.400655649448
Deaths,High-income,All ages,Percent,2005,0.3426639378569553
Deaths,High-income,All ages,Rate,2005,284.1651913067053
Deaths,High-income,80-84,Percent,2005,0.3897792054070325
Deaths,High-income,80-84,Rate,2005,2518.5691280309343
Deaths,High-income,85-89,Percent,2005,0.4266972265839655
Deaths,High-income,85-89,Rate,2005,4648.364917726896
Deaths,High-income,90-94,Percent,2005,0.4618629609225477
Deaths,High-income,90-94,Rate,2005,8144.581196633066
Deaths,High-income,10-19 years,Percent,2005,0.040663707839273
Deaths,High-income,10-19 years,Rate,2005,1.2738300462625487
Deaths,High-income,0-9 years,Percent,2005,0.0186507016606451
Deaths,High-income,0-9 years,Rate,2005,1.3877207135915428
Deaths,High-income,95+ years,Percent,2005,0.4848191547176569
Deaths,High-income,95+ years,Rate,2005,14137.404061133962
Deaths,High-income,20-24 years,Percent,2006,0.0463778242808688
Deaths,High-income,20-24 years,Rate,2006,3.1560210438500884
Deaths,High-income,25-29 years,Percent,2006,0.0701481494462335
Deaths,High-income,25-29 years,Rate,2006,4.944944945815212
Deaths,High-income,30-34 years,Percent,2006,0.1058870044433467
Deaths,High-income,30-34 years,Rate,2006,8.560106912314485
Deaths,High-income,35-39 years,Percent,2006,0.1438016500747475
Deaths,High-income,35-39 years,Rate,2006,15.930839197737305
Deaths,High-income,40-44 years,Percent,2006,0.1827003128974342
Deaths,High-income,40-44 years,Rate,2006,31.531797535277907
Deaths,High-income,45-49 years,Percent,2006,0.2096911750720326
Deaths,High-income,45-49 years,Rate,2006,57.49076486075655
Deaths,High-income,50-54 years,Percent,2006,0.2292663082052945
Deaths,High-income,50-54 years,Rate,2006,96.05070784210923
Deaths,High-income,55-59 years,Percent,2006,0.2388575499495355
Deaths,High-income,55-59 years,Rate,2006,145.31758991323838
Deaths,High-income,60-64 years,Percent,2006,0.2528973509987479
Deaths,High-income,60-64 years,Rate,2006,234.8901783494429
Deaths,High-income,65-69 years,Percent,2006,0.2685885923942676
Deaths,High-income,65-69 years,Rate,2006,370.6485572410584
Deaths,High-income,70-74 years,Percent,2006,0.2972964443576257
Deaths,High-income,70-74 years,Rate,2006,651.8105777591014
Deaths,High-income,75-79 years,Percent,2006,0.332614885391716
Deaths,High-income,75-79 years,Rate,2006,1222.9311107733265
Deaths,High-income,All ages,Percent,2006,0.3374333742193919
Deaths,High-income,All ages,Rate,2006,278.2297664024112
Deaths,High-income,80-84,Percent,2006,0.3806128856452067
Deaths,High-income,80-84,Rate,2006,2387.093714429144
Deaths,High-income,85-89,Percent,2006,0.4199144029469274
Deaths,High-income,85-89,Rate,2006,4485.593660274394
Deaths,High-income,90-94,Percent,2006,0.4552657596122475
Deaths,High-income,90-94,Rate,2006,7913.072854625032
Deaths,High-income,10-19 years,Percent,2006,0.0408668159315385
Deaths,High-income,10-19 years,Rate,2006,1.2453893656719393
Deaths,High-income,0-9 years,Percent,2006,0.0184862696190327
Deaths,High-income,0-9 years,Rate,2006,1.3491012094768449
Deaths,High-income,95+ years,Percent,2006,0.4800138028729822
Deaths,High-income,95+ years,Rate,2006,13915.54038634954
Deaths,High-income,20-24 years,Percent,1996,0.0465366433397965
Deaths,High-income,20-24 years,Rate,1996,3.635563989927953
Deaths,High-income,25-29 years,Percent,1996,0.0673936526640789
Deaths,High-income,25-29 years,Rate,1996,5.778105029065086
Deaths,High-income,30-34 years,Percent,1996,0.0953499012290953
Deaths,High-income,30-34 years,Rate,1996,10.62799618131145
Deaths,High-income,35-39 years,Percent,1996,0.1392480702477671
Deaths,High-income,35-39 years,Rate,1996,20.70475428906497
Deaths,High-income,40-44 years,Percent,1996,0.1910145932265537
Deaths,High-income,40-44 years,Rate,1996,40.267384636450224
Deaths,High-income,45-49 years,Percent,1996,0.2323466528357079
Deaths,High-income,45-49 years,Rate,1996,70.87932632074836
Deaths,High-income,50-54 years,Percent,1996,0.2599070656380753
Deaths,High-income,50-54 years,Rate,1996,123.9674222406722
Deaths,High-income,55-59 years,Percent,1996,0.2804016169147947
Deaths,High-income,55-59 years,Rate,1996,202.77868461397784
Deaths,High-income,60-64 years,Percent,1996,0.3078521419865745
Deaths,High-income,60-64 years,Rate,1996,351.90492815942457
Deaths,High-income,65-69 years,Percent,1996,0.3372614184751007
Deaths,High-income,65-69 years,Rate,1996,607.7926163840201
Deaths,High-income,70-74 years,Percent,1996,0.3765096297369928
Deaths,High-income,70-74 years,Rate,1996,1061.4433049209947
Deaths,High-income,75-79 years,Percent,1996,0.4180086623714159
Deaths,High-income,75-79 years,Rate,1996,1897.8223113819856
Deaths,High-income,All ages,Percent,1996,0.387634612244305
Deaths,High-income,All ages,Rate,1996,329.3023043207649
Deaths,High-income,80-84,Percent,1996,0.4633994927183086
Deaths,High-income,80-84,Rate,1996,3536.177984194407
Deaths,High-income,85-89,Percent,1996,0.4881280052647846
Deaths,High-income,85-89,Rate,1996,6046.562842743846
Deaths,High-income,90-94,Percent,1996,0.5110618935775908
Deaths,High-income,90-94,Rate,1996,9718.697410179691
Deaths,High-income,10-19 years,Percent,1996,0.0424143742884793
Deaths,High-income,10-19 years,Rate,1996,1.7046883057130104
Deaths,High-income,0-9 years,Percent,1996,0.0205068203507473
Deaths,High-income,0-9 years,Rate,1996,1.8735514286510744
Deaths,High-income,95+ years,Percent,1996,0.5289968213343674
Deaths,High-income,95+ years,Rate,1996,15793.63034786917
Deaths,Global,20-24 years,Percent,2011,0.0671273797753365
Deaths,Global,20-24 years,Rate,2011,8.809890874747346
Deaths,Global,25-29 years,Percent,2011,0.0822146892555589
Deaths,Global,25-29 years,Rate,2011,13.250646282304237
Deaths,Global,30-34 years,Percent,2011,0.1115621468269755
Deaths,Global,30-34 years,Rate,2011,22.3391529553191
Deaths,Global,35-39 years,Percent,2011,0.1489909205169486
Deaths,Global,35-39 years,Rate,2011,37.4246309836616
Deaths,Global,40-44 years,Percent,2011,0.2038126718878503
Deaths,Global,40-44 years,Rate,2011,66.38737054445211
Deaths,Global,45-49 years,Percent,2011,0.2535930703338088
Deaths,Global,45-49 years,Rate,2011,116.71018256601916
Deaths,Global,50-54 years,Percent,2011,0.2950821337475023
Deaths,Global,50-54 years,Rate,2011,196.38076483067297
Deaths,Global,55-59 years,Percent,2011,0.3237824926858385
Deaths,Global,55-59 years,Rate,2011,311.6669796365589
Deaths,Global,60-64 years,Percent,2011,0.348788820086641
Deaths,Global,60-64 years,Rate,2011,510.3601341783869
Deaths,Global,65-69 years,Percent,2011,0.3637765947199771
Deaths,Global,65-69 years,Rate,2011,811.4054735489651
Deaths,Global,70-74 years,Percent,2011,0.3967062911904637
Deaths,Global,70-74 years,Rate,2011,1359.5082899514794
Deaths,Global,75-79 years,Percent,2011,0.4209118036202767
Deaths,Global,75-79 years,Rate,2011,2224.719419572218
Deaths,Global,All ages,Percent,2011,0.3045311669715582
Deaths,Global,All ages,Rate,2011,226.9106496699752
Deaths,Global,80-84,Percent,2011,0.4486869628743552
Deaths,Global,80-84,Rate,2011,3799.878067046495
Deaths,Global,85-89,Percent,2011,0.4634665397771017
Deaths,Global,85-89,Rate,2011,6136.696102834634
Deaths,Global,90-94,Percent,2011,0.4676184605649695
Deaths,Global,90-94,Rate,2011,8958.774397592331
Deaths,Global,10-19 years,Percent,2011,0.0464118007763891
Deaths,Global,10-19 years,Rate,2011,3.623445435948268
Deaths,Global,0-9 years,Percent,2011,0.0063308018728108
Deaths,Global,0-9 years,Rate,2011,3.725176095793475
Deaths,Global,95+ years,Percent,2011,0.4685584248048852
Deaths,Global,95+ years,Rate,2011,13682.586710349451
Deaths,Global,20-24 years,Percent,2010,0.0650081265968121
Deaths,Global,20-24 years,Rate,2010,8.973142493854317
Deaths,Global,25-29 years,Percent,2010,0.0793944837044209
Deaths,Global,25-29 years,Rate,2010,13.62038889929802
Deaths,Global,30-34 years,Percent,2010,0.1085285527361464
Deaths,Global,30-34 years,Rate,2010,22.923465441561763
Deaths,Global,35-39 years,Percent,2010,0.1460481250614
Deaths,Global,35-39 years,Rate,2010,38.28368508644712
Deaths,Global,40-44 years,Percent,2010,0.2002842868939431
Deaths,Global,40-44 years,Rate,2010,67.69957820243708
Deaths,Global,45-49 years,Percent,2010,0.2503947297767915
Deaths,Global,45-49 years,Rate,2010,119.33391327417198
Deaths,Global,50-54 years,Percent,2010,0.2930663188346008
Deaths,Global,50-54 years,Rate,2010,200.01986374822067
Deaths,Global,55-59 years,Percent,2010,0.3225038103444225
Deaths,Global,55-59 years,Rate,2010,316.5139564861976
Deaths,Global,60-64 years,Percent,2010,0.3474669569588864
Deaths,Global,60-64 years,Rate,2010,515.8083969907689
Deaths,Global,65-69 years,Percent,2010,0.3652652536332582
Deaths,Global,65-69 years,Rate,2010,828.7054341203589
Deaths,Global,70-74 years,Percent,2010,0.3988390041060146
Deaths,Global,70-74 years,Rate,2010,1392.8424814210898
Deaths,Global,75-79 years,Percent,2010,0.4221117099844447
Deaths,Global,75-79 years,Rate,2010,2273.180938890269
Deaths,Global,All ages,Percent,2010,0.3006419478915644
Deaths,Global,All ages,Rate,2010,226.79243432707983
Deaths,Global,80-84,Percent,2010,0.4515315377915247
Deaths,Global,80-84,Rate,2010,3888.668084121976
Deaths,Global,85-89,Percent,2010,0.4640803832485962
Deaths,Global,85-89,Rate,2010,6222.199161846642
Deaths,Global,90-94,Percent,2010,0.4691456647908382
Deaths,Global,90-94,Rate,2010,9037.082210341005
Deaths,Global,10-19 years,Percent,2010,0.0441947865907465
Deaths,Global,10-19 years,Rate,2010,3.68328430947779
Deaths,Global,0-9 years,Percent,2010,0.0062650526645935
Deaths,Global,0-9 years,Rate,2010,3.851004654509196
Deaths,Global,95+ years,Percent,2010,0.4732686052802249
Deaths,Global,95+ years,Rate,2010,13771.761667092367
Deaths,High-income,20-24 years,Percent,2003,0.0471237849156246
Deaths,High-income,20-24 years,Rate,2003,3.308396422041262
Deaths,High-income,25-29 years,Percent,2003,0.0710681050594819
Deaths,High-income,25-29 years,Rate,2003,5.1249193197025855
Deaths,High-income,30-34 years,Percent,2003,0.1065174152444302
Deaths,Global,20-24 years,Percent,2013,0.0665898067505654
Deaths,Global,20-24 years,Rate,2013,8.286808792997233
Deaths,Global,25-29 years,Percent,2013,0.0840588129636932
Deaths,Global,25-29 years,Rate,2013,12.35610297101824
Deaths,Global,30-34 years,Percent,2013,0.1146319882431084
Deaths,Global,30-34 years,Rate,2013,21.311427845531693
Deaths,Global,35-39 years,Percent,2013,0.1528098889719523
Deaths,Global,35-39 years,Rate,2013,36.41209168197112
Deaths,Global,40-44 years,Percent,2013,0.2079446523777068
Deaths,Global,40-44 years,Rate,2013,65.00010852995939
Deaths,Global,45-49 years,Percent,2013,0.2573790845070862
Deaths,Global,45-49 years,Rate,2013,112.39163951735898
Deaths,Global,50-54 years,Percent,2013,0.2978556746209561
Deaths,Global,50-54 years,Rate,2013,191.11381030490983
Deaths,Global,55-59 years,Percent,2013,0.3246563978301341
Deaths,Global,55-59 years,Rate,2013,303.2151657131004
Deaths,Global,60-64 years,Percent,2013,0.3493301641465319
Deaths,Global,60-64 years,Rate,2013,492.7967936975451
Deaths,Global,65-69 years,Percent,2013,0.3629382781618279
Deaths,Global,65-69 years,Rate,2013,760.2895786461995
Deaths,Global,70-74 years,Percent,2013,0.3899078974883277
Deaths,Global,70-74 years,Rate,2013,1285.410933665014
Deaths,Global,75-79 years,Percent,2013,0.4214397963342013
Deaths,Global,75-79 years,Rate,2013,2153.2478600919067
Deaths,Global,All ages,Percent,2013,0.3102234376986881
Deaths,Global,All ages,Rate,2013,227.81293435125863
Deaths,Global,80-84,Percent,2013,0.4412309009650216
Deaths,Global,80-84,Rate,2013,3669.568645037507
Deaths,Global,85-89,Percent,2013,0.4615878210377482
Deaths,Global,85-89,Rate,2013,6042.218280044198
Deaths,Global,90-94,Percent,2013,0.4657143928967231
Deaths,Global,90-94,Rate,2013,8848.579453305889
Deaths,Global,10-19 years,Percent,2013,0.0466857599575327
Deaths,Global,10-19 years,Rate,2013,3.4312617510802994
Deaths,Global,0-9 years,Percent,2013,0.0064368056336593
Deaths,Global,0-9 years,Rate,2013,3.503064413294219
Deaths,Global,95+ years,Percent,2013,0.4628942031827142
Deaths,Global,95+ years,Rate,2013,13567.297371927983
Deaths,Germany,20-24 years,Percent,2011,0.0565960174634611
Deaths,Germany,20-24 years,Rate,2011,2.129568773370466
Deaths,Germany,25-29 years,Percent,2011,0.0764976381691557
Deaths,Germany,25-29 years,Rate,2011,3.15534857294322
Deaths,Germany,30-34 years,Percent,2011,0.1026599924492471
Deaths,Germany,30-34 years,Rate,2011,5.359141904069566
Deaths,Germany,35-39 years,Percent,2011,0.1368616754795023
Deaths,Germany,35-39 years,Rate,2011,10.353962650751964
Deaths,Germany,40-44 years,Percent,2011,0.1643418918332626
Deaths,Germany,40-44 years,Rate,2011,20.844892892910536
Deaths,Germany,45-49 years,Percent,2011,0.1856190664717994
Deaths,Germany,45-49 years,Rate,2011,40.28483534883608
Deaths,Germany,50-54 years,Percent,2011,0.2045961632712271
Deaths,Germany,50-54 years,Rate,2011,76.67288325739395
Deaths,Germany,55-59 years,Percent,2011,0.2162809040347547
Deaths,Germany,55-59 years,Rate,2011,129.13129923736105
Deaths,Germany,60-64 years,Percent,2011,0.2347295188431545
Deaths,Germany,60-64 years,Rate,2011,207.71289790739783
Deaths,Germany,65-69 years,Percent,2011,0.26078641652218
Deaths,Germany,65-69 years,Rate,2011,364.9454711876551
Deaths,Germany,70-74 years,Percent,2011,0.3069237192592539
Deaths,Germany,70-74 years,Rate,2011,619.0195425301664
Deaths,Germany,75-79 years,Percent,2011,0.3518276120779409
Deaths,Germany,75-79 years,Rate,2011,1207.797881559364
Deaths,Germany,All ages,Percent,2011,0.3767218266528214
Deaths,Germany,All ages,Rate,2011,389.979996890214
Deaths,Germany,80-84,Percent,2011,0.4203502630297935
Deaths,Germany,80-84,Rate,2011,2695.2045227869285
Deaths,Germany,85-89,Percent,2011,0.4777292366649718
Deaths,Germany,85-89,Rate,2011,5691.398441849882
Deaths,Germany,90-94,Percent,2011,0.5148382131585261
Deaths,Germany,90-94,Rate,2011,9164.231987691252
Deaths,Germany,10-19 years,Percent,2011,0.0462646743004253
Deaths,Germany,10-19 years,Rate,2011,0.8231220811412362
Deaths,Germany,0-9 years,Percent,2011,0.0117751281889507
Deaths,Germany,0-9 years,Rate,2011,0.5104195723476816
Deaths,Germany,95+ years,Percent,2011,0.5500289015343132
Deaths,Germany,95+ years,Rate,2011,15547.033447734724
Deaths,Germany,20-24 years,Percent,2013,0.0558674786695446
Deaths,Germany,20-24 years,Rate,2013,1.8462901547164612
Deaths,Germany,25-29 years,Percent,2013,0.0751468851123731
Deaths,Germany,25-29 years,Rate,2013,2.8366491250602914
Deaths,Germany,30-34 years,Percent,2013,0.1010547173535502
Deaths,Germany,30-34 years,Rate,2013,5.083563385036952
Deaths,Germany,35-39 years,Percent,2013,0.1333249261635122
Deaths,Germany,35-39 years,Rate,2013,9.631652742834428
Deaths,Germany,40-44 years,Percent,2013,0.1630662093584963
Deaths,Germany,40-44 years,Rate,2013,19.89612937329679
Deaths,Germany,45-49 years,Percent,2013,0.185331623909651
Deaths,Germany,45-49 years,Rate,2013,38.48403871606766
Deaths,Germany,50-54 years,Percent,2013,0.2002649274567847
Deaths,Germany,50-54 years,Rate,2013,71.74735738637295
Deaths,Germany,55-59 years,Percent,2013,0.2119067104673651
Deaths,Germany,55-59 years,Rate,2013,123.85010072557245
Deaths,Germany,60-64 years,Percent,2013,0.23050696811019
Deaths,Germany,60-64 years,Rate,2013,206.17776097329232
Deaths,Germany,65-69 years,Percent,2013,0.2534426234692951
Deaths,Germany,65-69 years,Rate,2013,342.2397008536634
Deaths,Germany,70-74 years,Percent,2013,0.2975506082120355
Deaths,Germany,70-74 years,Rate,2013,613.2279730137269
Deaths,Germany,75-79 years,Percent,2013,0.3488366859485684
Deaths,Germany,75-79 years,Rate,2013,1143.9308813185992
Deaths,Germany,All ages,Percent,2013,0.3777222307393323
Deaths,Germany,All ages,Rate,2013,403.38381198751296
Deaths,Germany,80-84,Percent,2013,0.4177208697526287
Deaths,Germany,80-84,Rate,2013,2665.7966124534764
Deaths,Germany,85-89,Percent,2013,0.4718404793804154
Deaths,Germany,85-89,Rate,2013,5626.956129023443
Deaths,Germany,90-94,Percent,2013,0.5162570415335793
Deaths,Germany,90-94,Rate,2013,9894.645243825453
Deaths,Germany,10-19 years,Percent,2013,0.045543857053327
Deaths,Germany,10-19 years,Rate,2013,0.7441519921569284
Deaths,Germany,0-9 years,Percent,2013,0.010994140985774
Deaths,Germany,0-9 years,Rate,2013,0.4499668700382033
Deaths,Germany,95+ years,Percent,2013,0.5485825073668937
Deaths,Germany,95+ years,Rate,2013,17078.03172302657
Deaths,High-income,20-24 years,Percent,2007,0.0463467508460766
Deaths,High-income,20-24 years,Rate,2007,3.107239276542096
Deaths,High-income,25-29 years,Percent,2007,0.0698827734026523
Deaths,High-income,25-29 years,Rate,2007,4.918641427139876
Deaths,High-income,30-34 years,Percent,2007,0.1051614961201257
Deaths,High-income,30-34 years,Rate,2007,8.391633104890227
Deaths,High-income,35-39 years,Percent,2007,0.1429637971581261
Deaths,High-income,35-39 years,Rate,2007,15.51379908129146
