"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","SMOKERS","TOT","PC_POP15","A","2012",11.8,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2015",7.6,
"MEX","SMOKERS","TOT","PC_POP15","A","2016",6.4,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2018",7.7,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2020",7.4,"D"
"MEX","SMOKERS","TOT","PC_POP15","A","2021",8.6,"D"
"NLD","SMOKERS","TOT","PC_POP15","A","1966",61,
"NLD","SMOKERS","TOT","PC_POP15","A","1967",60,
"NLD","SMOKERS","TOT","PC_POP15","A","1970",59,
"NLD","SMOKERS","TOT","PC_POP15","A","1971",55,
"NLD","SMOKERS","TOT","PC_POP15","A","1975",53,
"NLD","SMOKERS","TOT","PC_POP15","A","1978",48,
"NLD","SMOKERS","TOT","PC_POP15","A","1979",45,
"NLD","SMOKERS","TOT","PC_POP15","A","1980",43,
"NLD","SMOKERS","TOT","PC_POP15","A","1981",42,
"NLD","SMOKERS","TOT","PC_POP15","A","1982",37,
"NLD","SMOKERS","TOT","PC_POP15","A","1983",42,
"NLD","SMOKERS","TOT","PC_POP15","A","1984",39,
"NLD","SMOKERS","TOT","PC_POP15","A","1985",39,
"NLD","SMOKERS","TOT","PC_POP15","A","1986",38,
"NLD","SMOKERS","TOT","PC_POP15","A","1987",37,
"NLD","SMOKERS","TOT","PC_POP15","A","1988",33,
"NLD","SMOKERS","TOT","PC_POP15","A","1989",33,
"NLD","SMOKERS","TOT","PC_POP15","A","1990",37,
"NLD","SMOKERS","TOT","PC_POP15","A","1991",38,
"NLD","SMOKERS","TOT","PC_POP15","A","1992",37,
"NLD","SMOKERS","TOT","PC_POP15","A","1993",36,
"NLD","SMOKERS","TOT","PC_POP15","A","1994",37,
"NLD","SMOKERS","TOT","PC_POP15","A","1995",36,
"NLD","SMOKERS","TOT","PC_POP15","A","1996",36,
"NLD","SMOKERS","TOT","PC_POP15","A","1997",36,
"NLD","SMOKERS","TOT","PC_POP15","A","1998",35,
"NLD","SMOKERS","TOT","PC_POP15","A","1999",34,
"NLD","SMOKERS","TOT","PC_POP15","A","2000",32,
"NLD","SMOKERS","TOT","PC_POP15","A","2001",28.8,"B"
"NLD","SMOKERS","TOT","PC_POP15","A","2002",27.6,
"NLD","SMOKERS","TOT","PC_POP15","A","2003",26.7,
"NLD","SMOKERS","TOT","PC_POP15","A","2004",25.4,
"NLD","SMOKERS","TOT","PC_POP15","A","2005",25.2,
"NLD","SMOKERS","TOT","PC_POP15","A","2006",25.2,
"NLD","SMOKERS","TOT","PC_POP15","A","2007",23.1,
"NLD","SMOKERS","TOT","PC_POP15","A","2008",23.3,
"NLD","SMOKERS","TOT","PC_POP15","A","2009",22.6,
"NLD","SMOKERS","TOT","PC_POP15","A","2010",20.9,"B"
"NLD","SMOKERS","TOT","PC_POP15","A","2011",20.8,
"NLD","SMOKERS","TOT","PC_POP15","A","2012",18.4,
"NLD","SMOKERS","TOT","PC_POP15","A","2013",18.5,
"NLD","SMOKERS","TOT","PC_POP15","A","2014",19.1,"B"
"NLD","SMOKERS","TOT","PC_POP15","A","2015",19,
"NLD","SMOKERS","TOT","PC_POP15","A","2016",18,
"NLD","SMOKERS","TOT","PC_POP15","A","2017",16.8,
"NLD","SMOKERS","TOT","PC_POP15","A","2018",15.5,
"NLD","SMOKERS","TOT","PC_POP15","A","2019",15.4,
"NLD","SMOKERS","TOT","PC_POP15","A","2020",14.4,
"NLD","SMOKERS","TOT","PC_POP15","A","2021",14.7,
"NZL","SMOKERS","TOT","PC_POP15","A","1976",36,
"NZL","SMOKERS","TOT","PC_POP15","A","1981",32,
"NZL","SMOKERS","TOT","PC_POP15","A","1983",33,
"NZL","SMOKERS","TOT","PC_POP15","A","1984",32,
"NZL","SMOKERS","TOT","PC_POP15","A","1985",30,
"NZL","SMOKERS","TOT","PC_POP15","A","1986",30,
"NZL","SMOKERS","TOT","PC_POP15","A","1987",30,
"NZL","SMOKERS","TOT","PC_POP15","A","1988",29,
"NZL","SMOKERS","TOT","PC_POP15","A","1989",27,
"NZL","SMOKERS","TOT","PC_POP15","A","1990",28,
"NZL","SMOKERS","TOT","PC_POP15","A","1991",26,
"NZL","SMOKERS","TOT","PC_POP15","A","1992",27,
"NZL","SMOKERS","TOT","PC_POP15","A","1993",27,
"NZL","SMOKERS","TOT","PC_POP15","A","1994",27,
"NZL","SMOKERS","TOT","PC_POP15","A","1995",27,
"NZL","SMOKERS","TOT","PC_POP15","A","1996",26,
"NZL","SMOKERS","TOT","PC_POP15","A","1997",26,
"NZL","SMOKERS","TOT","PC_POP15","A","1998",25,
"NZL","SMOKERS","TOT","PC_POP15","A","1999",26,
"NZL","SMOKERS","TOT","PC_POP15","A","2000",25,
"NZL","SMOKERS","TOT","PC_POP15","A","2001",25,
"NZL","SMOKERS","TOT","PC_POP15","A","2002",25,
"NZL","SMOKERS","TOT","PC_POP15","A","2003",23,
"NZL","SMOKERS","TOT","PC_POP15","A","2004",22,
"NZL","SMOKERS","TOT","PC_POP15","A","2005",22.5,
"NZL","SMOKERS","TOT","PC_POP15","A","2006",20.7,
"NZL","SMOKERS","TOT","PC_POP15","A","2007",18.1,
"NZL","SMOKERS","TOT","PC_POP15","A","2012",16.4,
"NZL","SMOKERS","TOT","PC_POP15","A","2013",15.8,
"NZL","SMOKERS","TOT","PC_POP15","A","2014",15.9,
"NZL","SMOKERS","TOT","PC_POP15","A","2015",15.1,
"NZL","SMOKERS","TOT","PC_POP15","A","2016",14.5,
"NZL","SMOKERS","TOT","PC_POP15","A","2017",14.1,
"NZL","SMOKERS","TOT","PC_POP15","A","2018",13.3,
"NZL","SMOKERS","TOT","PC_POP15","A","2019",12.9,
"NZL","SMOKERS","TOT","PC_POP15","A","2020",11.9,
"NZL","SMOKERS","TOT","PC_POP15","A","2021",9.4,
"NZL","SMOKERS","TOT","PC_POP15","A","2022",8,
"NOR","SMOKERS","TOT","PC_POP15","A","1973",41,
"NOR","SMOKERS","TOT","PC_POP15","A","1974",42,
"NOR","SMOKERS","TOT","PC_POP15","A","1975",40,
"NOR","SMOKERS","TOT","PC_POP15","A","1976",40,
"NOR","SMOKERS","TOT","PC_POP15","A","1977",37,
"NOR","SMOKERS","TOT","PC_POP15","A","1978",38,
"NOR","SMOKERS","TOT","PC_POP15","A","1979",38,
"NOR","SMOKERS","TOT","PC_POP15","A","1980",36,
"NOR","SMOKERS","TOT","PC_POP15","A","1981",35,
"NOR","SMOKERS","TOT","PC_POP15","A","1982",37,
"NOR","SMOKERS","TOT","PC_POP15","A","1983",37,
"NOR","SMOKERS","TOT","PC_POP15","A","1984",38,
"NOR","SMOKERS","TOT","PC_POP15","A","1985",37,
"NOR","SMOKERS","TOT","PC_POP15","A","1986",35,
"NOR","SMOKERS","TOT","PC_POP15","A","1987",36,
"NOR","SMOKERS","TOT","PC_POP15","A","1988",38,
"NOR","SMOKERS","TOT","PC_POP15","A","1989",36,
"NOR","SMOKERS","TOT","PC_POP15","A","1990",35,
"NOR","SMOKERS","TOT","PC_POP15","A","1991",34,
"NOR","SMOKERS","TOT","PC_POP15","A","1992",35,
"NOR","SMOKERS","TOT","PC_POP15","A","1993",37,
"NOR","SMOKERS","TOT","PC_POP15","A","1994",33,
"NOR","SMOKERS","TOT","PC_POP15","A","1995",33,
"NOR","SMOKERS","TOT","PC_POP15","A","1996",33,
"NOR","SMOKERS","TOT","PC_POP15","A","1997",34,
"NOR","SMOKERS","TOT","PC_POP15","A","1998",33,
"NOR","SMOKERS","TOT","PC_POP15","A","1999",32,
"NOR","SMOKERS","TOT","PC_POP15","A","2000",32,
"NOR","SMOKERS","TOT","PC_POP15","A","2001",30,
"NOR","SMOKERS","TOT","PC_POP15","A","2002",29,
"NOR","SMOKERS","TOT","PC_POP15","A","2003",26,
"NOR","SMOKERS","TOT","PC_POP15","A","2004",26,
"NOR","SMOKERS","TOT","PC_POP15","A","2005",25,
"NOR","SMOKERS","TOT","PC_POP15","A","2006",24,
"NOR","SMOKERS","TOT","PC_POP15","A","2007",22,
"NOR","SMOKERS","TOT","PC_POP15","A","2008",21,
"NOR","SMOKERS","TOT","PC_POP15","A","2009",21,
"NOR","SMOKERS","TOT","PC_POP15","A","2010",19,
"NOR","SMOKERS","TOT","PC_POP15","A","2011",17,
"NOR","SMOKERS","TOT","PC_POP15","A","2012",16,
"NOR","SMOKERS","TOT","PC_POP15","A","2013",15,
"NOR","SMOKERS","TOT","PC_POP15","A","2014",13,
"NOR","SMOKERS","TOT","PC_POP15","A","2015",13,
"NOR","SMOKERS","TOT","PC_POP15","A","2016",12,
"NOR","SMOKERS","TOT","PC_POP15","A","2017",11,
"NOR","SMOKERS","TOT","PC_POP15","A","2018",12,
"NOR","SMOKERS","TOT","PC_POP15","A","2019",9,
"NOR","SMOKERS","TOT","PC_POP15","A","2020",9,
"NOR","SMOKERS","TOT","PC_POP15","A","2021",8,
"NOR","SMOKERS","TOT","PC_POP15","A","2022",7,
"POL","SMOKERS","TOT","PC_POP15","A","1996",31.5,
"POL","SMOKERS","TOT","PC_POP15","A","2001",27.6,
"POL","SMOKERS","TOT","PC_POP15","A","2004",26.3,
"POL","SMOKERS","TOT","PC_POP15","A","2009",23.8,
"POL","SMOKERS","TOT","PC_POP15","A","2014",22.7,
"POL","SMOKERS","TOT","PC_POP15","A","2019",17.1,
"PRT","SMOKERS","TOT","PC_POP15","A","1987",19,
"PRT","SMOKERS","TOT","PC_POP15","A","1996",19.5,
"PRT","SMOKERS","TOT","PC_POP15","A","1999",20.6,
"PRT","SMOKERS","TOT","PC_POP15","A","2006",18.6,
"PRT","SMOKERS","TOT","PC_POP15","A","2014",16.8,
"PRT","SMOKERS","TOT","PC_POP15","A","2019",14.2,
"SVK","SMOKERS","TOT","PC_POP15","A","2003",22.1,
"SVK","SMOKERS","TOT","PC_POP15","A","2009",19.5,
"SVK","SMOKERS","TOT","PC_POP15","A","2014",22.9,
"SVK","SMOKERS","TOT","PC_POP15","A","2019",21,
"ESP","SMOKERS","TOT","PC_POP15","A","1985",41,
"ESP","SMOKERS","TOT","PC_POP15","A","1987",38.4,
"ESP","SMOKERS","TOT","PC_POP15","A","1989",35.9,
"ESP","SMOKERS","TOT","PC_POP15","A","1993",32.1,
"ESP","SMOKERS","TOT","PC_POP15","A","1995",33.7,
"ESP","SMOKERS","TOT","PC_POP15","A","1997",33.2,
"ESP","SMOKERS","TOT","PC_POP15","A","2001",31.7,
"ESP","SMOKERS","TOT","PC_POP15","A","2003",28.1,
"ESP","SMOKERS","TOT","PC_POP15","A","2006",26.4,
"ESP","SMOKERS","TOT","PC_POP15","A","2009",26.2,
"ESP","SMOKERS","TOT","PC_POP15","A","2011",23.9,
"ESP","SMOKERS","TOT","PC_POP15","A","2014",23,
"ESP","SMOKERS","TOT","PC_POP15","A","2017",22.1,
"ESP","SMOKERS","TOT","PC_POP15","A","2020",19.8,
"SWE","SMOKERS","TOT","PC_POP15","A","1980",32.4,
"SWE","SMOKERS","TOT","PC_POP15","A","1981",30.4,
"SWE","SMOKERS","TOT","PC_POP15","A","1982",30.6,
"SWE","SMOKERS","TOT","PC_POP15","A","1983",29,
"SWE","SMOKERS","TOT","PC_POP15","A","1984",30.5,
"SWE","SMOKERS","TOT","PC_POP15","A","1985",28.5,
"SWE","SMOKERS","TOT","PC_POP15","A","1986",27.6,
"SWE","SMOKERS","TOT","PC_POP15","A","1987",27.7,
"SWE","SMOKERS","TOT","PC_POP15","A","1988",27,
"SWE","SMOKERS","TOT","PC_POP15","A","1989",25.9,
"SWE","SMOKERS","TOT","PC_POP15","A","1990",25.8,
"SWE","SMOKERS","TOT","PC_POP15","A","1991",25.1,
"SWE","SMOKERS","TOT","PC_POP15","A","1992",25.9,
"SWE","SMOKERS","TOT","PC_POP15","A","1993",23.3,
"SWE","SMOKERS","TOT","PC_POP15","A","1994",22.7,
"SWE","SMOKERS","TOT","PC_POP15","A","1995",22.8,
"SWE","SMOKERS","TOT","PC_POP15","A","1996",22.3,
"SWE","SMOKERS","TOT","PC_POP15","A","1997",19.2,
"SWE","SMOKERS","TOT","PC_POP15","A","1998",19.1,
"SWE","SMOKERS","TOT","PC_POP15","A","1999",19.3,
"SWE","SMOKERS","TOT","PC_POP15","A","2000",18.9,
"SWE","SMOKERS","TOT","PC_POP15","A","2001",18.9,
"SWE","SMOKERS","TOT","PC_POP15","A","2002",17.5,
"SWE","SMOKERS","TOT","PC_POP15","A","2003",17.2,
"SWE","SMOKERS","TOT","PC_POP15","A","2004",15.9,
"SWE","SMOKERS","TOT","PC_POP15","A","2005",15.7,
"SWE","SMOKERS","TOT","PC_POP15","A","2006",15.2,
"SWE","SMOKERS","TOT","PC_POP15","A","2007",13.8,
"SWE","SMOKERS","TOT","PC_POP15","A","2008",14.6,
"SWE","SMOKERS","TOT","PC_POP15","A","2009",14,
"SWE","SMOKERS","TOT","PC_POP15","A","2010",13.6,
"SWE","SMOKERS","TOT","PC_POP15","A","2011",13.1,
"SWE","SMOKERS","TOT","PC_POP15","A","2012",12.8,
"SWE","SMOKERS","TOT","PC_POP15","A","2013",10.7,
"SWE","SMOKERS","TOT","PC_POP15","A","2014",11.9,
"SWE","SMOKERS","TOT","PC_POP15","A","2015",11.2,
"SWE","SMOKERS","TOT","PC_POP15","A","2016",10.9,
"SWE","SMOKERS","TOT","PC_POP15","A","2017",10.4,
"SWE","SMOKERS","TOT","PC_POP15","A","2018",10.1,
"SWE","SMOKERS","TOT","PC_POP15","A","2019",10.4,
"SWE","SMOKERS","TOT","PC_POP15","A","2020",9.5,
"SWE","SMOKERS","TOT","PC_POP15","A","2021",9.7,
"CHE","SMOKERS","TOT","PC_POP15","A","1992",28.1,
"CHE","SMOKERS","TOT","PC_POP15","A","1997",28.9,
"CHE","SMOKERS","TOT","PC_POP15","A","2002",26.5,
"CHE","SMOKERS","TOT","PC_POP15","A","2007",20.4,
"CHE","SMOKERS","TOT","PC_POP15","A","2012",20.4,
"CHE","SMOKERS","TOT","PC_POP15","A","2017",19.1,
"TUR","SMOKERS","TOT","PC_POP15","A","1989",47.4,
"TUR","SMOKERS","TOT","PC_POP15","A","1995",43.6,
"TUR","SMOKERS","TOT","PC_POP15","A","2003",32.1,
"TUR","SMOKERS","TOT","PC_POP15","A","2006",33.4,
"TUR","SMOKERS","TOT","PC_POP15","A","2008",27.4,
"TUR","SMOKERS","TOT","PC_POP15","A","2010",25.4,
"TUR","SMOKERS","TOT","PC_POP15","A","2012",23.8,
"TUR","SMOKERS","TOT","PC_POP15","A","2014",27.3,
"TUR","SMOKERS","TOT","PC_POP15","A","2016",26.5,
"TUR","SMOKERS","TOT","PC_POP15","A","2019",28,
"GBR","SMOKERS","TOT","PC_POP15","A","1960",51.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1961",51,
"GBR","SMOKERS","TOT","PC_POP15","A","1962",49.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1963",48.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1964",47.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1965",48,
"GBR","SMOKERS","TOT","PC_POP15","A","1966",49.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1967",49,
"GBR","SMOKERS","TOT","PC_POP15","A","1968",49,
"GBR","SMOKERS","TOT","PC_POP15","A","1969",49,
"GBR","SMOKERS","TOT","PC_POP15","A","1970",49.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1971",46.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1972",46.5,
"GBR","SMOKERS","TOT","PC_POP15","A","1973",46,
"GBR","SMOKERS","TOT","PC_POP15","A","1974",45,"B"
"GBR","SMOKERS","TOT","PC_POP15","A","1976",42,
"GBR","SMOKERS","TOT","PC_POP15","A","1978",40,
"GBR","SMOKERS","TOT","PC_POP15","A","1980",39,
"GBR","SMOKERS","TOT","PC_POP15","A","1982",35,
"GBR","SMOKERS","TOT","PC_POP15","A","1984",34,
"GBR","SMOKERS","TOT","PC_POP15","A","1986",33,
"GBR","SMOKERS","TOT","PC_POP15","A","1988",32,
"GBR","SMOKERS","TOT","PC_POP15","A","1990",30,
"GBR","SMOKERS","TOT","PC_POP15","A","1992",29,
"GBR","SMOKERS","TOT","PC_POP15","A","1994",27,
"GBR","SMOKERS","TOT","PC_POP15","A","1996",28,
"GBR","SMOKERS","TOT","PC_POP15","A","1998",27,
"GBR","SMOKERS","TOT","PC_POP15","A","2000",27,
"GBR","SMOKERS","TOT","PC_POP15","A","2001",26.9,
"GBR","SMOKERS","TOT","PC_POP15","A","2002",25.9,
"GBR","SMOKERS","TOT","PC_POP15","A","2003",26,
"GBR","SMOKERS","TOT","PC_POP15","A","2004",24.6,
"GBR","SMOKERS","TOT","PC_POP15","A","2005",23.9,
"GBR","SMOKERS","TOT","PC_POP15","A","2006",22,
"GBR","SMOKERS","TOT","PC_POP15","A","2007",20.9,
"GBR","SMOKERS","TOT","PC_POP15","A","2008",21.1,
"GBR","SMOKERS","TOT","PC_POP15","A","2009",21,
"GBR","SMOKERS","TOT","PC_POP15","A","2010",20.3,
"GBR","SMOKERS","TOT","PC_POP15","A","2011",19.8,
"GBR","SMOKERS","TOT","PC_POP15","A","2012",20.4,
"GBR","SMOKERS","TOT","PC_POP15","A","2013",19.2,
"GBR","SMOKERS","TOT","PC_POP15","A","2014",18.8,
"GBR","SMOKERS","TOT","PC_POP15","A","2015",17.8,
"GBR","SMOKERS","TOT","PC_POP15","A","2016",16.1,
"GBR","SMOKERS","TOT","PC_POP15","A","2017",16.8,
"GBR","SMOKERS","TOT","PC_POP15","A","2018",16.6,
"GBR","SMOKERS","TOT","PC_POP15","A","2019",15.8,
"GBR","SMOKERS","TOT","PC_POP15","A","2020",14.5,
"GBR","SMOKERS","TOT","PC_POP15","A","2021",12.7,
"USA","SMOKERS","TOT","PC_POP15","A","1965",42.4,
"USA","SMOKERS","TOT","PC_POP15","A","1966",42.6,
"USA","SMOKERS","TOT","PC_POP15","A","1967",39.1,
"USA","SMOKERS","TOT","PC_POP15","A","1968",37.7,
"USA","SMOKERS","TOT","PC_POP15","A","1970",37.4,
"USA","SMOKERS","TOT","PC_POP15","A","1974",37.1,
"USA","SMOKERS","TOT","PC_POP15","A","1976",36.1,
"USA","SMOKERS","TOT","PC_POP15","A","1977",36,
"USA","SMOKERS","TOT","PC_POP15","A","1978",34.1,
"USA","SMOKERS","TOT","PC_POP15","A","1979",33.5,
"USA","SMOKERS","TOT","PC_POP15","A","1980",33.2,
"USA","SMOKERS","TOT","PC_POP15","A","1983",32.1,
"USA","SMOKERS","TOT","PC_POP15","A","1985",30.1,
"USA","SMOKERS","TOT","PC_POP15","A","1987",28.8,
"USA","SMOKERS","TOT","PC_POP15","A","1988",28.1,
"USA","SMOKERS","TOT","PC_POP15","A","1990",25.5,
"USA","SMOKERS","TOT","PC_POP15","A","1991",22.1,"B"
"USA","SMOKERS","TOT","PC_POP15","A","1992",22.3,
"USA","SMOKERS","TOT","PC_POP15","A","1993",20.4,
"USA","SMOKERS","TOT","PC_POP15","A","1994",21,
"USA","SMOKERS","TOT","PC_POP15","A","1995",20,
"USA","SMOKERS","TOT","PC_POP15","A","1997",20.3,
"USA","SMOKERS","TOT","PC_POP15","A","1998",19.9,
"USA","SMOKERS","TOT","PC_POP15","A","1999",19.2,
"USA","SMOKERS","TOT","PC_POP15","A","2000",19.1,
"USA","SMOKERS","TOT","PC_POP15","A","2001",18.7,
"USA","SMOKERS","TOT","PC_POP15","A","2002",18.4,
"USA","SMOKERS","TOT","PC_POP15","A","2003",17.5,
"USA","SMOKERS","TOT","PC_POP15","A","2004",17,
"USA","SMOKERS","TOT","PC_POP15","A","2005",16.9,
"USA","SMOKERS","TOT","PC_POP15","A","2006",16.7,
"USA","SMOKERS","TOT","PC_POP15","A","2007",15.4,
"USA","SMOKERS","TOT","PC_POP15","A","2008",16.5,
"USA","SMOKERS","TOT","PC_POP15","A","2009",16.1,
"USA","SMOKERS","TOT","PC_POP15","A","2010",15.1,
"USA","SMOKERS","TOT","PC_POP15","A","2011",14.8,
"USA","SMOKERS","TOT","PC_POP15","A","2012",14.2,
"USA","SMOKERS","TOT","PC_POP15","A","2013",13.7,
"USA","SMOKERS","TOT","PC_POP15","A","2014",12.9,
"USA","SMOKERS","TOT","PC_POP15","A","2015",11.4,
"USA","SMOKERS","TOT","PC_POP15","A","2016",11.8,
"USA","SMOKERS","TOT","PC_POP15","A","2017",10.5,
"USA","SMOKERS","TOT","PC_POP15","A","2018",10.3,
"USA","SMOKERS","TOT","PC_POP15","A","2019",10.9,
"USA","SMOKERS","TOT","PC_POP15","A","2020",9.4,
"USA","SMOKERS","TOT","PC_POP15","A","2021",8.8,
"BRA","SMOKERS","TOT","PC_POP15","A","2003",17.6,
"BRA","SMOKERS","TOT","PC_POP15","A","2006",15.7,
"BRA","SMOKERS","TOT","PC_POP15","A","2007",15.6,
"BRA","SMOKERS","TOT","PC_POP15","A","2008",14.8,
"BRA","SMOKERS","TOT","PC_POP15","A","2009",14.3,
"BRA","SMOKERS","TOT","PC_POP15","A","2010",14.1,
"BRA","SMOKERS","TOT","PC_POP15","A","2011",13.4,
"BRA","SMOKERS","TOT","PC_POP15","A","2012",12.1,
"BRA","SMOKERS","TOT","PC_POP15","A","2013",11.3,
"BRA","SMOKERS","TOT","PC_POP15","A","2014",10.8,
"BRA","SMOKERS","TOT","PC_POP15","A","2015",10.4,
"BRA","SMOKERS","TOT","PC_POP15","A","2016",10.2,
"BRA","SMOKERS","TOT","PC_POP15","A","2017",10.1,
"BRA","SMOKERS","TOT","PC_POP15","A","2018",9.3,
"BRA","SMOKERS","TOT","PC_POP15","A","2019",9.8,
"BRA","SMOKERS","TOT","PC_POP15","A","2020",9.5,
"BRA","SMOKERS","TOT","PC_POP15","A","2021",9.1,
"CHL","SMOKERS","TOT","PC_POP15","A","2003",33,
"CHL","SMOKERS","TOT","PC_POP15","A","2009",29.8,
"CHL","SMOKERS","TOT","PC_POP15","A","2016",24.5,
"CHL","SMOKERS","TOT","PC_POP15","A","2020",17.6,
"CHN","SMOKERS","TOT","PC_POP15","A","2000",27.5,"D"
"CHN","SMOKERS","TOT","PC_POP15","A","2005",26.6,"D"
"CHN","SMOKERS","TOT","PC_POP15","A","2010",26.2,"D"
"CHN","SMOKERS","TOT","PC_POP15","A","2015",25.8,"D"
"CHN","SMOKERS","TOT","PC_POP15","A","2018",25.4,"D"
"CHN","SMOKERS","TOT","PC_POP15","A","2019",25.4,"D"
"CHN","SMOKERS","TOT","PC_POP15","A","2020",25.3,"D"
"EST","SMOKERS","TOT","PC_POP15","A","1990",27.5,
"EST","SMOKERS","TOT","PC_POP15","A","1992",30.9,
"EST","SMOKERS","TOT","PC_POP15","A","1994",33.5,
"EST","SMOKERS","TOT","PC_POP15","A","1996",31.9,
"EST","SMOKERS","TOT","PC_POP15","A","1998",29.7,
"EST","SMOKERS","TOT","PC_POP15","A","2000",30.3,
"EST","SMOKERS","TOT","PC_POP15","A","2002",28.3,
"EST","SMOKERS","TOT","PC_POP15","A","2004",32.8,
"EST","SMOKERS","TOT","PC_POP15","A","2006",27.8,
"EST","SMOKERS","TOT","PC_POP15","A","2008",26.2,
"EST","SMOKERS","TOT","PC_POP15","A","2010",26.2,
"EST","SMOKERS","TOT","PC_POP15","A","2012",26,
"EST","SMOKERS","TOT","PC_POP15","A","2014",22.1,
"EST","SMOKERS","TOT","PC_POP15","A","2016",21.3,
"EST","SMOKERS","TOT","PC_POP15","A","2018",17.2,
"EST","SMOKERS","TOT","PC_POP15","A","2020",17.9,
"EST","SMOKERS","TOT","PC_POP15","A","2022",15.9,
"IND","SMOKERS","TOT","PC_POP15","A","2000",26.9,"D"
"IND","SMOKERS","TOT","PC_POP15","A","2005",19.8,"D"
"IND","SMOKERS","TOT","PC_POP15","A","2010",14.7,"D"
"IND","SMOKERS","TOT","PC_POP15","A","2015",10.9,"D"
"IND","SMOKERS","TOT","PC_POP15","A","2018",9.1,"D"
"IND","SMOKERS","TOT","PC_POP15","A","2019",8.6,"D"
"IND","SMOKERS","TOT","PC_POP15","A","2020",8.1,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2000",30.2,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2005",30.7,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2010",31.4,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2015",32,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2018",32.3,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2019",32.6,"D"
"IDN","SMOKERS","TOT","PC_POP15","A","2020",32.6,"D"
"ISR","SMOKERS","TOT","PC_POP15","A","1996",24.5,
"ISR","SMOKERS","TOT","PC_POP15","A","2000",24.1,
"ISR","SMOKERS","TOT","PC_POP15","A","2002",21.9,"B"
"ISR","SMOKERS","TOT","PC_POP15","A","2004",21.6,
"ISR","SMOKERS","TOT","PC_POP15","A","2006",19.5,
"ISR","SMOKERS","TOT","PC_POP15","A","2008",18.7,
"ISR","SMOKERS","TOT","PC_POP15","A","2010",18.5,
"ISR","SMOKERS","TOT","PC_POP15","A","2013",16.2,
"ISR","SMOKERS","TOT","PC_POP15","A","2014",17.1,
"ISR","SMOKERS","TOT","PC_POP15","A","2016",19.6,"B"
"ISR","SMOKERS","TOT","PC_POP15","A","2017",16.9,
"ISR","SMOKERS","TOT","PC_POP15","A","2019",16.4,
"RUS","SMOKERS","TOT","PC_POP15","A","1991",30,
"RUS","SMOKERS","TOT","PC_POP15","A","1998",33.9,
"RUS","SMOKERS","TOT","PC_POP15","A","2000",34.9,
"RUS","SMOKERS","TOT","PC_POP15","A","2001",35.1,
"RUS","SMOKERS","TOT","PC_POP15","A","2004",35.8,
"RUS","SMOKERS","TOT","PC_POP15","A","2009",39.4,"B"
"RUS","SMOKERS","TOT","PC_POP15","A","2016",30.3,"B"
"RUS","SMOKERS","TOT","PC_POP15","A","2017",27.5,"B"
"RUS","SMOKERS","TOT","PC_POP15","A","2018",26.7,
"RUS","SMOKERS","TOT","PC_POP15","A","2019",25.8,
"SVN","SMOKERS","TOT","PC_POP15","A","2001",22.4,
"SVN","SMOKERS","TOT","PC_POP15","A","2007",18.9,
"SVN","SMOKERS","TOT","PC_POP15","A","2014",18.9,
"SVN","SMOKERS","TOT","PC_POP15","A","2019",17.4,
"ZAF","SMOKERS","TOT","PC_POP15","A","2000",22.6,"D"
"ZAF","SMOKERS","TOT","PC_POP15","A","2005",21.6,"D"
"ZAF","SMOKERS","TOT","PC_POP15","A","2010",21,"D"
"ZAF","SMOKERS","TOT","PC_POP15","A","2015",20.6,"D"
"ZAF","SMOKERS","TOT","PC_POP15","A","2018",20.3,"D"
"ZAF","SMOKERS","TOT","PC_POP15","A","2019",20.2,"D"
"ZAF","SMOKERS","TOT","PC_POP15","A","2020",20.2,"D"
"COL","SMOKERS","TOT","PC_POP15","A","2008",17.1,"D"
"COL","SMOKERS","TOT","PC_POP15","A","2013",13,"D"
"LVA","SMOKERS","TOT","PC_POP15","A","2008",28.1,
"LVA","SMOKERS","TOT","PC_POP15","A","2014",24.6,
"LVA","SMOKERS","TOT","PC_POP15","A","2019",22.6,
"LTU","SMOKERS","TOT","PC_POP15","A","2005",24.5,
"LTU","SMOKERS","TOT","PC_POP15","A","2014",20.3,
"LTU","SMOKERS","TOT","PC_POP15","A","2019",18.9,
"CRI","SMOKERS","TOT","PC_POP15","A","1990",16.6,
"CRI","SMOKERS","TOT","PC_POP15","A","1991",16.2,"E"
"CRI","SMOKERS","TOT","PC_POP15","A","1992",15.8,"E"
